# advisor_vehicle_db_runtime_index_v1
META	sourcePath	data/vehicle_db_compact.json
META	sourceRows	155767
META	yearMin	2000
META	yearMax	2026
META	yearCount	27
META	makeCount	299
META	modelCount	1505
META	recordCount	11353
RECORD	2000	FORD TRUCKS	FORD	F150	F150	F150	F150	F 150|F-150|F150	F150|F150|F150
RECORD	2000	FORD TRUCKS	FORD	F250	F250	F250	F250	F 250|F-250|F250	F250|F250|F250
RECORD	2000	FORD TRUCKS	FORD	F350	F350	F350	F350	F 350|F-350|F350	F350|F350|F350
RECORD	2000	FORD TRUCKS	FORD	RANGER	RANGER	RANGER	RANGER	RANGER	RANGER
RECORD	2000	FORD VANS	FORD	ECONO WAG	ECONO WAG	ECONOWAG	ECONOWAG	ECONO WAG	ECONOWAG
RECORD	2000	FORD VANS	FORD	ECONOLINE	ECONOLINE	ECONOLINE	ECONOLINE	ECONOLINE	ECONOLINE
RECORD	2000	FORD VANS	FORD	WINDSTAR	WINDSTAR	WINDSTAR	WINDSTAR	WINDSTAR	WINDSTAR
RECORD	2000	GEM	GEM	825	825	825	825	825	825
RECORD	2000	GMC	GMC	C2500	C2500	C2500	C2500	C2500	C2500
RECORD	2000	GMC	GMC	C3500	C3500	C3500	C3500	C3500	C3500
RECORD	2000	GMC	GMC	JIMMY	JIMMY	JIMMY	JIMMY	JIMMY	JIMMY
RECORD	2000	GMC	GMC	K2500	K2500	K2500	K2500	K2500	K2500
RECORD	2000	GMC	GMC	K3500	K3500	K3500	K3500	K3500	K3500
RECORD	2000	GMC	GMC	SAFARI	SAFARI	SAFARI	SAFARI	SAFARI	SAFARI
RECORD	2000	GMC	GMC	SAVANA G1500	SAVANA G1500	SAVANAG1500	SAVANAG1500	SAVANA G1500	SAVANAG1500
RECORD	2000	GMC	GMC	SAVANA G2500	SAVANA G2500	SAVANAG2500	SAVANAG2500	SAVANA G2500	SAVANAG2500
RECORD	2000	GMC	GMC	SAVANA G3500	SAVANA G3500	SAVANAG3500	SAVANAG3500	SAVANA G3500	SAVANAG3500
RECORD	2000	GMC	GMC	SIERRA 1500	SIERRA 1500	SIERRA1500	SIERRA1500	SIERRA 1500	SIERRA1500
RECORD	2000	GMC	GMC	SIERRA 2500	SIERRA 2500	SIERRA2500	SIERRA2500	SIERRA 2500	SIERRA2500
RECORD	2000	GMC	GMC	SONOMA	SONOMA	SONOMA	SONOMA	SONOMA	SONOMA
RECORD	2000	GMC	GMC	YUKON	YUKON	YUKON	YUKON	YUKON	YUKON
RECORD	2000	HONDA	HONDA	ACCORD	ACCORD	ACCORD	ACCORD	ACCORD	ACCORD
RECORD	2000	HONDA	HONDA	CIVIC	CIVIC	CIVIC	CIVIC	CIVIC	CIVIC
RECORD	2000	HONDA	HONDA	CR V	CRV	CRV	CRV	CR V|CR-V|CRV	CRV|CRV|CRV
RECORD	2000	HONDA	HONDA	INSIGHT	INSIGHT	INSIGHT	INSIGHT	INSIGHT	INSIGHT
RECORD	2000	HONDA	HONDA	ODYSSEY	ODYSSEY	ODYSSEY	ODYSSEY	ODYSSEY	ODYSSEY
RECORD	2000	HONDA	HONDA	PASSPORT	PASSPORT	PASSPORT	PASSPORT	PASSPORT	PASSPORT
RECORD	2000	HONDA	HONDA	PRELUDE	PRELUDE	PRELUDE	PRELUDE	PRELUDE	PRELUDE
RECORD	2000	HONDA	HONDA	S2000	S2000	S2000	S2000	S2000	S2000
RECORD	2000	HYUNDAI	HYUNDAI	ACCENT	ACCENT	ACCENT	ACCENT	ACCENT	ACCENT
RECORD	2000	HYUNDAI	HYUNDAI	ELANTRA	ELANTRA	ELANTRA	ELANTRA	ELANTRA	ELANTRA
RECORD	2000	HYUNDAI	HYUNDAI	SONATA	SONATA	SONATA	SONATA	SONATA	SONATA
RECORD	2000	HYUNDAI	HYUNDAI	TIBURON	TIBURON	TIBURON	TIBURON	TIBURON	TIBURON
RECORD	2000	INFINITI	INFINITI	G20	G20	G20	G20	G20	G20
RECORD	2000	INFINITI	INFINITI	I30	I30	I30	I30	I30	I30
RECORD	2000	INFINITI	INFINITI	Q45	Q45	Q45	Q45	Q45	Q45
RECORD	2000	INFINITI	INFINITI	QX4	QX4	QX4	QX4	QX4	QX4
RECORD	2000	ISUZU	ISUZU	AMIGO	AMIGO	AMIGO	AMIGO	AMIGO	AMIGO
RECORD	2000	ISUZU	ISUZU	HOMBRE	HOMBRE	HOMBRE	HOMBRE	HOMBRE	HOMBRE
RECORD	2000	ISUZU	ISUZU	RODEO	RODEO	RODEO	RODEO	RODEO	RODEO
RECORD	2000	ISUZU	ISUZU	TROOPER	TROOPER	TROOPER	TROOPER	TROOPER	TROOPER
RECORD	2000	ISUZU	ISUZU	VEHICROSS	VEHICROSS	VEHICROSS	VEHICROSS	VEHICROSS	VEHICROSS
RECORD	2000	JAGUAR	JAGUAR	S TYPE	S TYPE	STYPE	STYPE	S TYPE	STYPE
RECORD	2000	JAGUAR	JAGUAR	VANDEN PLAS	VANDEN PLAS	VANDENPLAS	VANDENPLAS	VANDEN PLAS	VANDENPLAS
RECORD	2000	JAGUAR	JAGUAR	XJ8	XJ8	XJ8	XJ8	XJ8	XJ8
RECORD	2000	JAGUAR	JAGUAR	XJ8L	XJ8L	XJ8L	XJ8L	XJ8L	XJ8L
RECORD	2000	JAGUAR	JAGUAR	XJR	XJR	XJR	XJR	XJR	XJR
RECORD	2000	JAGUAR	JAGUAR	XK8	XK8	XK8	XK8	XK8	XK8
RECORD	2000	JAGUAR	JAGUAR	XKR	XKR	XKR	XKR	XKR	XKR
RECORD	2000	JEEP	JEEP	CHEROKEE	CHEROKEE	CHEROKEE	CHEROKEE	CHEROKEE	CHEROKEE
RECORD	2000	JEEP	JEEP	GRND CHEROKE	GRND CHEROKE	GRNDCHEROKE	GRNDCHEROKE	GRND CHEROKE	GRNDCHEROKE
RECORD	2000	JEEP	JEEP	WRANGLER	WRANGLER	WRANGLER	WRANGLER	WRANGLER	WRANGLER
RECORD	2000	KIA	KIA	SEPHIA	SEPHIA	SEPHIA	SEPHIA	SEPHIA	SEPHIA
RECORD	2000	KIA	KIA	SPECTRA	SPECTRA	SPECTRA	SPECTRA	SPECTRA	SPECTRA
RECORD	2000	KIA	KIA	SPORTAGE	SPORTAGE	SPORTAGE	SPORTAGE	SPORTAGE	SPORTAGE
RECORD	2000	LAND ROVER	LAND ROVER	DISCOVERY	DISCOVERY	DISCOVERY	DISCOVERY	DISCOVERY	DISCOVERY
RECORD	2000	LAND ROVER	LAND ROVER	RANGE ROVER	RANGE ROVER	RANGEROVER	RANGEROVER	RANGE ROVER	RANGEROVER
RECORD	2000	LEXUS	LEXUS	ES300	ES300	ES300	ES300	ES300	ES300
RECORD	2000	LEXUS	LEXUS	GS300	GS300	GS300	GS300	GS300	GS300
RECORD	2000	LEXUS	LEXUS	GS400	GS400	GS400	GS400	GS400	GS400
RECORD	2000	LEXUS	LEXUS	LS400	LS400	LS400	LS400	LS400	LS400
RECORD	2000	LEXUS	LEXUS	LX470	LX470	LX470	LX470	LX470	LX470
RECORD	2000	LEXUS	LEXUS	RX300	RX300	RX300	RX300	RX300	RX300
RECORD	2000	LEXUS	LEXUS	SC300	SC300	SC300	SC300	SC300	SC300
RECORD	2000	LEXUS	LEXUS	SC400	SC400	SC400	SC400	SC400	SC400
RECORD	2000	LINCOLN	LINCOLN	CONTINENTAL	CONTINENTAL	CONTINENTAL	CONTINENTAL	CONTINENTAL	CONTINENTAL
RECORD	2000	LINCOLN	LINCOLN	LS	LS	LS	LS	LS	LS
RECORD	2000	LINCOLN	LINCOLN	NAVIGATOR	NAVIGATOR	NAVIGATOR	NAVIGATOR	NAVIGATOR	NAVIGATOR
RECORD	2000	LINCOLN	LINCOLN	TOWN CAR	TOWN CAR	TOWNCAR	TOWNCAR	TOWN CAR	TOWNCAR
RECORD	2000	MAKE NOT FOUND	MAKE NOT FOUND	MODEL NOT FOUND	MODEL NOT FOUND	MODELNOTFOUND	MODELNOTFOUND	MODEL NOT FOUND	MODELNOTFOUND
RECORD	2000	MAZDA	MAZDA	626	626	626	626	626	626
RECORD	2000	MAZDA	MAZDA	B2500	B2500	B2500	B2500	B2500	B2500
RECORD	2000	MAZDA	MAZDA	B3000	B3000	B3000	B3000	B3000	B3000
RECORD	2000	MAZDA	MAZDA	B4000	B4000	B4000	B4000	B4000	B4000
RECORD	2000	MAZDA	MAZDA	MIATA	MIATA	MIATA	MIATA	MIATA	MIATA
RECORD	2000	MAZDA	MAZDA	MILLENIA	MILLENIA	MILLENIA	MILLENIA	MILLENIA	MILLENIA
RECORD	2000	MAZDA	MAZDA	MPV	MPV	MPV	MPV	MPV	MPV
RECORD	2000	MAZDA	MAZDA	PROTEGE	PROTEGE	PROTEGE	PROTEGE	PROTEGE	PROTEGE
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	C230	C230	C230	C230	C230	C230
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	C280	C280	C280	C280	C280	C280
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	C43	C43	C43	C43	C43	C43
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	CL500	CL500	CL500	CL500	CL500	CL500
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	CLK320	CLK320	CLK320	CLK320	CLK320	CLK320
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	CLK430	CLK430	CLK430	CLK430	CLK430	CLK430
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	E320	E320	E320	E320	E320	E320
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	E430	E430	E430	E430	E430	E430
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	E55 AMG	E55 AMG	E55AMG	E55AMG	E55 AMG	E55AMG
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	G500	G500	G500	G500	G500	G500
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	ML320	ML320	ML320	ML320	ML320	ML320
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	ML430	ML430	ML430	ML430	ML430	ML430
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	ML55	ML55	ML55	ML55	ML55	ML55
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	S430V	S430V	S430V	S430V	S430V	S430V
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	S430W	S430W	S430W	S430W	S430W	S430W
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	S500V	S500V	S500V	S500V	S500V	S500V
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	SL500R	SL500R	SL500R	SL500R	SL500R	SL500R
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	SL600R	SL600R	SL600R	SL600R	SL600R	SL600R
RECORD	2000	MERCEDES-BNZ	MERCEDES BENZ	SLK230	SLK230	SLK230	SLK230	SLK230	SLK230
RECORD	2000	MERCURY	MERCURY	COUGAR	COUGAR	COUGAR	COUGAR	COUGAR	COUGAR
RECORD	2000	MERCURY	MERCURY	MARQUIS	MARQUIS	MARQUIS	MARQUIS	MARQUIS	MARQUIS
RECORD	2000	MERCURY	MERCURY	MOUNTAINEER	MOUNTAINEER	MOUNTAINEER	MOUNTAINEER	MOUNTAINEER	MOUNTAINEER
RECORD	2000	MERCURY	MERCURY	MYSTIQUE	MYSTIQUE	MYSTIQUE	MYSTIQUE	MYSTIQUE	MYSTIQUE
RECORD	2000	MERCURY	MERCURY	SABLE	SABLE	SABLE	SABLE	SABLE	SABLE
RECORD	2000	MERCURY	MERCURY	VILLAGER	VILLAGER	VILLAGER	VILLAGER	VILLAGER	VILLAGER
